t,GFP,RFP
1,1.0,1.0
2,0.9737710067535733,0.9266247379454927
3,0.962776817967646,0.7697064989517819
4,0.8481231349144025,0.5443396226415094
5,0.8638291188942989,0.3909853249475891
6,1.0334537458771795,0.6375262054507338
7,1.391550180618816,0.8067085953878407
8,12.128160829275958,2.122431865828092
10,4.539029370190043,6.441509433962264
12,14.876708025757818,16.71174004192872
14,16.953039107900114,27.7377358490566
16,17.00958065022774,28.01069182389937
18,16.387623684623847,33.4062893081761
20,16.817967645673004,38.83133218982276
29,7.7901680540285865,35.36286313267445
